P60-WS2050-0155-005,5,"26""",W,SW
P60-WS2050-0155-005,6,"26""",F,SW
P60-WS2050-0155-005,7,"26""",F,SW
P60-WS2050-0155-006,1,"26""",W,SOF
P60-WS2050-0155-006,3,"1""",W,SOF
P60-WS2050-0155-006,5,"2""",W,SOF
P60-WS2050-0155-006,7,"1""",W,SW
P60-WS2050-0155-006,8,"1""",W,SW
P60-WS2050-0155-006,9,"1""",W,SOF
P60-WS2050-0155-006,10,"26""",W,SW
P60-WS2050-0155-006,11,"26""",W,SW
P60-WS2050-0155-007,1,"26""",F,SW
P60-WS2050-0155-007,2,"26""",W,SW
P60-WS2050-0155-007,3,"26""",W,SW
P60-WS2050-0155-007,4,"26""",F,SW
